id	label	premise	hipothesis
3448	3.3	Two young children are playing with a man eating curled up	Two little kids are eating curled up in a cart that is very tiny
3449	3.9	Some people are silent	Some people are singing
3450	1.1	A woman is riding a horse	A man is opening a package that does not contain headphones.
3451	2.4	The jug is being filled with water by a boy	A woman is collecting tap water in a mug
3452	3.5	Someone is sitting at the waterfall and is looking at a woman	The man in the gray t-shirt is sitting on a rock in front of the waterfall
3453	4.8	A deer is jumping over a fence	A wild deer is jumping over a fence
3454	1.9	A man doing a pose is being watched by another man	A man in a purple shirt is tinting another shirt black, which has a man staring at a dog making a funny face
3455	1.9	There&#39;s no man singing to a woman	A man is talking on the phone.
3456	2.8	One dog is jumping high in the air and another is watching	Two dogs are playing near a plant
3457	2.8	A man doing exercises is being knocked over	The man is doing floor exercises
3458	4.4	A soccer player is kicking a ball out of goal	A soccer player is kicking the ball into the goal
3459	4.0	A boy is running away from a fishing line	A boy is running towards the fishing line
3460	3.2	A teen girl is wearing beads that are red	There&#39;s no young lady with light brown hair wearing a red necklace, a sweater and earrings and smiling
3461	3.1	A man is watering a tree	A man is felling a tree with an ax.
3462	3.5	There&#39;s no cat playing with a device	A cat is playing with a device
3463	2.8	There&#39;s no man cutting a paper	A person is tearing paper
3464	1.9	Tofu is not being sliced by the woman	A girl is cutting butter in two pieces
3465	3.6	A man and a woman are walking through a wasteland	A man and a woman are walking through the wooded area.
3466	3.8	The man is dancing	The man is not dancing
3467	1.7	A man is dancing	The man is thinking
3468	3.0	A man and a woman are sitting comfortably on the bench.	Two large park benches have one person sitting and have a soda bottle between them
3469	4.0	The man is erasing the drawing on the board	The man is erasing another man&#39;s work on the blackboard
3470	4.5	A man is running	A man is running down the road
3471	4.6	Two people are talking	Two men are talking
3472	4.6	Two people are shaking hands	An old woman is shaking hands with a man
3473	3.6	A person in a black blouse is doing tricks on a motorcycle	There is no man in a black jacket doing tricks on a motorcycle
3474	3.0	A woman is slicing a carrot	The man is slicing a tomato
3475	3.7	There are no parrots talking	A parrot is talking
3476	3.3	A man is shooting guns	There&#39;s no man shooting with guns
3477	3.2	A person is pouring cooking oil into a pan	A person is cleaning a pan of cooking oil
3478	4.6	A cat is sliding upside down on a couch	There&#39;s no cat sliding upside down under a couch
3479	2.3	A woman is dancing on a stage.	A woman is standing and a man is sitting idly
3480	4.5	Three asian kids are dancing and one man is looking	Three asian kids are dancing and one serious man is looking
3481	4.3	A man is playing a guitar	The man is singing gracefully and playing the guitar
3482	3.45	A man is not sitting comfortably at the table.	A man is sitting comfortably at the table.
3483	4.1	The man is walking a path through nature	A man of nature is on a path
3484	3.5	A man is playing the drums	A man is taking apart the battery
3485	3.2	Someone is taking apart a piano	Someone is playing a piano
3486	3.2	A dog is approaching a pan of food	A dog is biting a can
3487	4.3	A band is not playing on a stage	A band is playing on stage.
3488	3.3	A man is not rinsing a big steak	A person is raising a steak with water
3489	3.3	The black and white dog is running and a person is after him	A small dog is running and its owner is trying to catch it.
3490	2.8	A man is cutting a paper.	A man is cutting himself with a piece of paper.
3491	3.8	A lot of people are on the coast	People are on a sandy beach near the ocean and are enjoying a sunny day.
3492	2.4	A harp is being played with a hat by a man	A man is playing a guitar
3493	4.0	A boy is running towards the fishing line	A boy is running away from a fishing line
3494	2.5	Some men are resting	The men are running a race
3495	4.5	A horse is standing	A white horse is standing still
3496	3.6	The parrot is silent in front of the microphone	The parrot is speaking into the microphone
3497	3.935	A brown and white dog is resting on the grass.	A brown and white dog is crossing the tall grass
3498	1.0	A monkey is angrily kicking a target	The woman is not pouring oil in a sautese
3499	2.7	The man is setting up the camera and taking pictures of the sunset at the beach	The picture of a man is being taken near a lake
3500	4.5	Two kids are playing in a pool with a green crocodile float	Two kids are pushing an inflatable crocodile in a pool
3501	3.2	Several people are eating at red tables in a crowded restaurant with purple lights	Few people are eating at red tables in a dimly lit restaurant
3502	1.0	A person is removing chopped vegetables from a pan on the stove	A man is stroking an alligator in the mouth
3503	1.0	A woman is applying makeup carefully	The singer is leaving the band
3504	4.6	A band is singing	A band is singing loud
3505	2.9	A dog is jumping in the air to catch a red ball	A small dog is playing in the green grass
3506	1.0	A jet plane is flying	No dogs barking
3507	4.6	The man on stage is singing into the microphone	A man on stage is singing passionately into the microphone.
3508	3.1	One dog is chasing another and is holding a stick in its mouth	There is no dog running and carrying an object in its mouth
3509	3.8	A soccer player is kicking the ball into the goal	A dirty soccer ball is rolling into the goal net
3510	4.0	A man is speaking on a stage.	A podium is where a man is talking
3511	2.3	A woman is standing and a man is sitting idly	A woman is dancing on a stage.
3512	3.4	An old woman is wearing a shirt with rose patterns and is clumsily carrying two newspapers.	An elderly woman is shirtless and is awkwardly knocking over two newspapers.
3513	1.5	The elephant is being led over a woman	A man is recklessly riding a horse
3514	4.1	A man is pointing to a silver sedan	There&#39;s no man pointing at a car
3515	3.5	A woman is applying cosmetics on her eyelid.	A woman is removing cosmetics from her eyelid.
3516	3.4	A woman is boiling eggs	A woman is drying eggs
3517	1.0	A woman is putting on makeup	A man is playing the guitar
3518	1.7	A group of mothers in uniform are standing near the children and one is kissing the gate.	A crowd of people are near the water.
3519	2.7	A man in a hat is playing the harp	A man is playing a guitar
3520	1.0	A woman is carefully removing her makeup.	A band is singing
3521	3.7	The girl is exercising	A man is exercising
3522	2.7	There&#39;s no man slicing a bread	A man is slicing a tomato
3523	4.0	People are playing cricket	People are not playing cricket
3524	3.7	A black woman is wearing glasses over her bandana	The woman is wearing glasses and a black cap
3525	2.4	The woman is chopping garlic	A woman is storing broccoli
3526	3.0	A man is playing the guitar	A man is playing the owner of a guitar
3527	4.0	A brown and white dog is crossing the tall grass	A white and caramel dog is running across the field
3528	2.9	Four young men are running away and a car is standing behind them	The boys are standing in front of the burning car
3529	3.5	A player is running with the ball	A player is throwing the ball
3530	4.1	The lady is dancing	A woman is dancing in a cage.
3531	3.0	Ferrets are climbing shelf below	Ferrets are climbing shelf above
3532	3.2	A man is carrying a tree.	A man is planting a tree.
3533	4.0	A small child is climbing a climbing wall within a covered area.	A young child is under a climbing wall that is in a covered area.
3534	4.2	A baby is playing with a dog	The wee boy is playing with the dog
3535	2.3	The dog is snapping a few drops of water	A noise is representing water dripping on the dog
3536	3.6	The man is dismounting from a motorcycle to a floor that is virtually arid	The man is riding a motorcycle on a ground that is virtually arid
3537	1.1	A man is playing field soccer	There&#39;s no man playing the flute
3538	2.2	Bikers are surrounding on a metallic bicycle of a boy.	A cyclist is pedaling over the top of a fence
3539	4.2	Children are playing in front of a large door.	A group of boys are playing with a ball in front of a large wooden door.
3540	4.4	The woman with a knife is slicing a pepper	A woman is slicing a pepper that is green
3541	3.1	The soccer ball is between the feet of a boy who is lying on the grass	The soccer ball is not between the feet of a boy who is lying on the grass
3542	3.4	The woman is catching the kangaroo	The woman is not catching a baby kangaroo
3543	2.6	The parrot is speaking into the microphone	The speaker likes parrots
3544	1.0	The little girl is combing her hair in a ponytail	There&#39;s no man sitting in the chair
